# rawpaco: FPC RTL/FCL symbol table
# DO NOT EDIT BY HAND. Regenerate with: bash tools/gen_fpc_symbols.sh
# fpc-version: 3.2.2
# generated-from-target: x86_64-linux
# ppu-root: /usr/lib/x86_64-linux-gnu/fpc/3.2.2/units/x86_64-linux
# source-root: /usr/share/fpcsrc/3.2.2
#
# Format (tab separated):
#   U <unit> <strict|loose>   ... start of a unit block
#   G <name> <D|.> <message>  ... unit-level public symbol (D = deprecated)
#   M <name>                  ... other known name (class member, platform-only, ...)
U	system	loose
G	fpc_in_x86_get_ss	.	
G	fpc_in_x86_inportb	.	
G	fpc_in_x86_inportl	.	
G	fpc_in_x86_inportw	.	
G	fpc_in_x86_outportb	.	
G	fpc_in_x86_outportl	.	
G	fpc_in_x86_outportw	.	
G	fpc_in_x86_sti	.	
G	fpc_in_xor_assign_x_y	.	
G	fpc_normal_set	.	
G	fpc_normal_set_byte	.	
G	fpc_normal_set_long	.	
G	fpc_objc_encode_x	.	
G	fpc_objc_protocol_x	.	
G	fpc_objc_selector_x	.	
G	fpc_small_set	.	
G	fpc_stub_dynarray	.	
G	fpc_x86_cli	.	
G	fpc_x86_get_cs	.	
G	fpc_x86_get_ds	.	
G	fpc_x86_get_es	.	
G	fpc_x86_get_fs	.	
G	fpc_x86_get_gs	.	
G	fpc_x86_get_ss	.	
G	fpc_x86_inportb	.	
G	fpc_x86_inportl	.	
G	fpc_x86_inportw	.	
G	fpc_x86_outportb	.	
G	fpc_x86_outportl	.	
G	fpc_x86_outportw	.	
G	fpc_x86_sti	.	
G	fsDenormal	.	
G	fsInf	.	
G	fsInvalidOp	.	
G	fsNDenormal	.	
G	fsNInf	.	
G	fsNZero	.	
G	fsNaN	.	
G	fsNegative	.	
G	fsPositive	.	
G	fsZero	.	
G	get_caller_addr	.	
G	get_caller_frame	.	
G	get_caller_stackinfo	.	
G	get_cmdline	D	use paramstr
G	growheapsize1	.	
G	growheapsize2	.	
G	growheapsizesmall	.	
G	jmp_buf	.	
G	longjmp	.	
G	maxExitCode	.	
G	opadd	.	
G	opand	.	
G	opcmpeq	.	
G	opcmpge	.	
G	opcmpgt	.	
G	opcmple	.	
G	opcmplt	.	
G	opcmpne	.	
G	opcompare	.	
G	opdivide	.	
G	opintdivide	.	
G	opmodulus	.	
G	opmultiply	.	
G	opnegate	.	
G	opnot	.	
G	opor	.	
G	oppower	.	
G	opshiftleft	.	
G	opshiftright	.	
G	opsubtract	.	
G	opxor	.	
G	pcalldesc	.	
G	pdispdesc	.	
G	pdynarrayindex	.	
G	pdynarraytypeinfo	.	
G	pinterfaceentry	.	
G	pinterfacetable	.	
G	pjmp_buf	.	
G	pmDouble	.	
G	pmExtended	.	
G	pmReserved	.	
G	pmSingle	.	
G	ppdynarraytypeinfo	.	
G	pstringmessagetable	.	
G	pvararray	.	
G	pvararraybound	.	
G	pvararrayboundarray	.	
G	pvararraycoorarray	.	
G	pvardata	.	
G	pvariantmanager	.	
G	reAccessViolation	.	
G	reAssertionFailed	.	
G	reCodesetConversion	.	
G	reControlBreak	.	
G	reDivByZero	.	
G	reExternalException	.	
G	reIntOverflow	.	
G	reIntfCastError	.	
G	reInvalidCast	.	
G	reInvalidOp	.	
G	reInvalidPtr	.	
G	reNoDynLibsSupport	.	
G	reNone	.	
G	reOutOfMemory	.	
G	reOverflow	.	
G	rePrivInstruction	.	
G	reQuit	.	
G	reRangeError	.	
G	reSafeCallError	.	
G	reStackOverflow	.	
G	reThreadError	.	
G	reUnderflow	.	
G	reVarArrayBounds	.	
G	reVarArrayCreate	.	
G	reVarDispatch	.	
G	reVarInvalidOp	.	
G	reVarNotArray	.	
G	reVarTypeCast	.	
G	reZeroDivide	.	
G	rmDown	.	
G	rmNearest	.	
G	rmTruncate	.	
G	rmUp	.	
G	sLineBreak	.	
G	scpAnsi	.	
G	scpConsoleInput	.	
G	scpConsoleOutput	.	
G	scpFileSystemSingleByte	.	
G	setjmp	.	
G	softfloat_exception_flags	.	
G	softfloat_exception_mask	.	
G	softfloat_rounding_mode	.	
G	tcalldesc	.	
G	tdispdesc	.	
G	tdynarrayindex	.	
G	tdynarraytypeinfo	.	
G	tinterfaceentry	.	
G	tinterfaceentrytype	.	
G	tinterfacetable	.	
G	tkAString	.	
G	tkAnsiChar	.	
G	tkAnsiString	.	
G	tkArray	.	
G	tkBool	.	
G	tkChar	.	
G	tkClass	.	
G	tkClassRef	.	
G	tkDynArray	.	
G	tkEnumeration	.	
G	tkFile	.	
G	tkFloat	.	
G	tkHelper	.	
G	tkInt64	.	
G	tkInteger	.	
G	tkInterface	.	
G	tkInterfaceRaw	.	
G	tkLString	.	
G	tkMethod	.	
G	tkObject	.	
G	tkPointer	.	
G	tkProcVar	.	
G	tkQWord	.	
G	tkRecord	.	
G	tkSString	.	
G	tkSet	.	
G	tkShortString	.	
G	tkUChar	.	
G	tkUString	.	
G	tkUnicodeString	.	
G	tkUnknown	.	
G	tkVariant	.	
G	tkWChar	.	
G	tkWString	.	
G	tkWideChar	.	
G	tkWideString	.	
G	tlbsCR	.	
G	tlbsCRLF	.	
G	tlbsLF	.	
G	trtlmethod	.	
G	tvararray	.	
G	tvararraybound	.	
G	tvararrayboundarray	.	
G	tvararraycoorarray	.	
G	tvardata	.	
G	tvariantmanager	.	
G	tvarop	.	
G	tvartype	.	
G	varAny	.	
G	varArray	.	
G	varBoolean	.	
G	varByRef	.	
G	varByte	.	
G	varCurrency	.	
G	varDate	.	
G	varDecimal	.	
G	varDispatch	.	
G	varDouble	.	
G	varEmpty	.	
G	varError	.	
G	varInt64	.	
G	varInteger	.	
G	varLongWord	.	
G	varNull	.	
G	varOleStr	.	
G	varQWord	.	
G	varRecord	.	
G	varShortInt	.	
G	varSingle	.	
G	varSmallInt	.	
G	varStrArg	.	
G	varString	.	
G	varTypeMask	.	
G	varUInt64	.	
G	varUStrArg	.	
G	varUString	.	
G	varUnknown	.	
G	varVariant	.	
G	varWord	.	
G	varWord64	.	
G	vmtAfterConstruction	.	
G	vmtAutoTable	.	
G	vmtBeforeDestruction	.	
G	vmtClassName	.	
G	vmtDefaultHandler	.	
G	vmtDefaultHandlerStr	.	
G	vmtDestroy	.	
G	vmtDispatch	.	
G	vmtDispatchStr	.	
G	vmtDynamicTable	.	
G	vmtEquals	.	
G	vmtFieldTable	.	
G	vmtFreeInstance	.	
G	vmtGetHashCode	.	
G	vmtInitTable	.	
G	vmtInstanceSize	.	
G	vmtIntfTable	.	
G	vmtMethodStart	.	
G	vmtMethodTable	.	
G	vmtMsgStrPtr	.	
G	vmtNewInstance	.	
G	vmtParent	.	
G	vmtSafeCallException	.	
G	vmtToString	.	
G	vmtTypeInfo	.	
G	vtAnsiString	.	
G	vtBoolean	.	
G	vtChar	.	
G	vtClass	.	
G	vtCurrency	.	
G	vtExtended	.	
G	vtInt64	.	
G	vtInteger	.	
G	vtInterface	.	
G	vtObject	.	
G	vtPChar	.	
G	vtPWideChar	.	
G	vtPointer	.	
G	vtQWord	.	
G	vtString	.	
G	vtUnicodeString	.	
G	vtVariant	.	
G	vtWideChar	.	
G	vtWideString	.	
G	widestringmanager	.	
M	___exit
M	__base
M	__buf
M	__compar
M	__context64
M	__enterdebugger
M	__errno
M	__extctx
M	__extctx_magic
M	__extctx_t
M	__file
M	__flags
M	__fpc_int
M	__m_count
M	__m_kind
M	__m_lock
M	__m_owner
M	__m_reserved
M	__mt_word
M	__nmemb
M	__pad
M	__pad1
M	__pad2
M	__pthread_lockword
M	__pthread_mutex_ceiling
M	__pthread_mutex_data
M	__pthread_mutex_flag1
M	__pthread_mutex_flag2
M	__pthread_mutex_flags
M	__pthread_mutex_lock
M	__pthread_mutex_lock32
M	__pthread_mutex_lock64
M	__pthread_mutex_magic
M	__pthread_mutex_owner64
M	__pthread_mutex_pad
M	__pthread_mutex_type
M	__pthread_ownerpid
M	__reserved
M	__rsvd1
M	__sc_onstack
M	__sc_uerror
M	__size
M	__spinlock
M	__status
M	__stkbottom
M	__u1
M	__ukeys
M	__v
M	__vmx
M	__vmx_context
M	__vmxreg_t
M	__vr
M	__vrsave
M	__vscr
M	_access
M	_addref
M	_buf
M	_close
M	_consoleprintf
M	_dosbase
M	_execbase
M	_exp
M	_exponent
M	_file
M	_ifblk
M	_ifchr
M	_ifdir
M	_ififo
M	_iflnk
M	_ifmt
M	_ifreg
M	_ifsock
M	_intuitionbase
M	_iobuf
M	_isatty
M	_lclose
M	_lcreat
M	_llseek
M	_lopen
M	_lread
M	_lseek
M	_lwrite
M	_mantissa
M	_new
M	_newaddr
M	_open
M	_private
M	_read
M	_release
M	_rename
M	_self
M	_sign
M	_stat
M	_tell
M	_truncate
M	_unlink
M	_utilitybase
M	_utsname_length
M	_utsname_nodename_length
M	_vmt
M	_vmt_pos
M	_wbenchmsg
M	_write
M	a
M	a0
M	a000
M	absolute
M	abstract
M	accept_sbrk
M	accessresource
M	aclass
M	acontroller
M	act
M	action
M	add
M	addall
M	addatom
M	addbuf
M	addd
M	addfontresource
M	addl
M	address
M	adds
M	adjustwindowrect
M	adjustwindowrectex
M	adspace_t
M	aevent
M	aframe
M	afterconstruction
M	al
M	alias
M	alignment
M	alloc
M	alloc_tb
M	allocarg
M	allocatethreadvars
M	allocdstocsalias
M	allocresource
M	allocselector
M	amanualreset
M	anaddr
M	and
M	andl
M	anew
M	animatepalette
M	ansi2unicodemoveproc
M	ansi2widemoveproc
M	ansibuf
M	ansibuflen
M	ansichararrayclass
M	ansilower
M	ansilowerbuff
M	ansinext
M	ansiprev
M	ansistringclass
M	ansitooem
M	ansitooembuff
M	ansitowidebuf
M	ansiupper
M	ansiupperbuff
M	anypopup
M	aobject
M	aorg
M	aos_conhandle
M	aos_conname
M	aos_dosbase
M	aos_execbase
M	aos_intuitionbase
M	aos_utilitybase
M	aos_wbmsg
M	appbyte
M	appclus
M	appendmenu
M	applicationtype
M	appsect
M	arc
M	arg
M	arg_max
M	argcount
M	argcparam
M	argerr
M	arglen
M	args
M	argstart
M	argtypes
M	argv0
M	argv0len
M	argvlen
M	argvparam
M	argvw
M	aros_threadlib
M	arr
M	arr1jboolean
M	arr1jbyte
M	arr1jchar
M	arr1jdouble
M	arr1jfloat
M	arr1jiconsole
M	arr1jifile
M	arr1jiinputstream
M	arr1jiioexception
M	arr1jint
M	arr1jioutputstream
M	arr1jiprintstream
M	arr1jiprintwriter
M	arr1jiserializable
M	arr1jlaannotation
M	arr1jlabstractstringbuilder
M	arr1jlappendable
M	arr1jlassertionerror
M	arr1jlboolean
M	arr1jlbyte
M	arr1jlcharacter
M	arr1jlcharsequence
M	arr1jlclass
M	arr1jlclassloader
M	arr1jlcloneable
M	arr1jlcomparable
M	arr1jldouble
M	arr1jlenum
M	arr1jlerror
M	arr1jlexception
M	arr1jlfloat
M	arr1jlillegalargumentexception
M	arr1jlillegalstateexception
M	arr1jlindexoutofboundsexception
M	arr1jlinteger
M	arr1jliterable
M	arr1jllinkageerror
M	arr1jllong
M	arr1jlmath
M	arr1jlnosuchmethodexception
M	arr1jlnumber
M	arr1jlobject
M	arr1jlong
M	arr1jlpackage
M	arr1jlprocess
M	arr1jlraccessibleobject
M	arr1jlrannotatedelement
M	arr1jlrarray
M	arr1jlrconstructor
M	arr1jlreadable
M	arr1jlrfield
M	arr1jlrgenericdeclaration
M	arr1jlrinvocationtargetexception
M	arr1jlrmember
M	arr1jlrmethod
M	arr1jlrtype
M	arr1jlrtypevariable
M	arr1jlruntime
M	arr1jlruntimeexception
M	arr1jlsecuritymanager
M	arr1jlshort
M	arr1jlstacktraceelement
M	arr1jlstring
M	arr1jlstringbuffer
M	arr1jlstringbuilder
M	arr1jlsystem
M	arr1jlthread
M	arr1jlthreadlocal
M	arr1jlthrowable
M	arr1jlunsupportedoperationexception
M	arr1jmbiginteger
M	arr1jnbuffer
M	arr1jnbytebuffer
M	arr1jnbyteorder
M	arr1jncchannel
M	arr1jnccharactercodingexception
M	arr1jnccharset
M	arr1jnccharsetdecoder
M	arr1jnccharsetencoder
M	arr1jnccodermalfunctionerror
M	arr1jnccoderresult
M	arr1jnccodingerroraction
M	arr1jncharbuffer
M	arr1jncillegalcharsetnameexception
M	arr1jncmalformedinputexception
M	arr1jncscharsetprovider
M	arr1jncunmappablecharacterexception
M	arr1jncunsupportedcharsetexception
M	arr1jndoublebuffer
M	arr1jnfloatbuffer
M	arr1jnintbuffer
M	arr1jnlongbuffer
M	arr1jnshortbuffer
M	arr1jnurl
M	arr1jshort
M	arr1jsprotectiondomain
M	arr1jtcollationkey
M	arr1jtcollator
M	arr1juabstractcollection
M	arr1juabstractmap
M	arr1juabstractset
M	arr1juarrays
M	arr1jubitset
M	arr1jucalendar
M	arr1jucollection
M	arr1jucomparator
M	arr1judate
M	arr1juenumset
M	arr1juhashmap
M	arr1juiterator
M	arr1julist
M	arr1julocale
M	arr1jumap
M	arr1juproperties
M	arr1jurandom
M	arr1juset
M	arr1jusortedmap
M	arr1jutimezone
M	arr1juweakhashmap
M	arr2jboolean
M	arr2jbyte
M	arr2jchar
M	arr2jdouble
M	arr2jfloat
M	arr2jiconsole
M	arr2jifile
M	arr2jiinputstream
M	arr2jiioexception
M	arr2jint
M	arr2jioutputstream
M	arr2jiprintstream
M	arr2jiprintwriter
M	arr2jiserializable
M	arr2jlaannotation
M	arr2jlabstractstringbuilder
M	arr2jlappendable
M	arr2jlassertionerror
M	arr2jlboolean
M	arr2jlbyte
M	arr2jlcharacter
M	arr2jlcharsequence
M	arr2jlclass
M	arr2jlclassloader
M	arr2jlcloneable
M	arr2jlcomparable
M	arr2jldouble
M	arr2jlenum
M	arr2jlerror
M	arr2jlexception
M	arr2jlfloat
M	arr2jlillegalargumentexception
M	arr2jlillegalstateexception
M	arr2jlindexoutofboundsexception
M	arr2jlinteger
M	arr2jliterable
M	arr2jllinkageerror
M	arr2jllong
M	arr2jlmath
M	arr2jlnosuchmethodexception
M	arr2jlnumber
M	arr2jlobject
M	arr2jlong
M	arr2jlpackage
M	arr2jlprocess
M	arr2jlraccessibleobject
M	arr2jlrannotatedelement
M	arr2jlrarray
M	arr2jlrconstructor
M	arr2jlreadable
M	arr2jlrfield
M	arr2jlrgenericdeclaration
M	arr2jlrinvocationtargetexception
M	arr2jlrmember
M	arr2jlrmethod
M	arr2jlrtype
M	arr2jlrtypevariable
M	arr2jlruntime
M	arr2jlruntimeexception
M	arr2jlsecuritymanager
M	arr2jlshort
M	arr2jlstacktraceelement
M	arr2jlstring
M	arr2jlstringbuffer
M	arr2jlstringbuilder
M	arr2jlsystem
M	arr2jlthread
M	arr2jlthreadlocal
M	arr2jlthrowable
M	arr2jlunsupportedoperationexception
M	arr2jmbiginteger
M	arr2jnbuffer
M	arr2jnbytebuffer
M	arr2jnbyteorder
M	arr2jncchannel
M	arr2jnccharactercodingexception
M	arr2jnccharset
M	arr2jnccharsetdecoder
M	arr2jnccharsetencoder
M	arr2jnccodermalfunctionerror
M	arr2jnccoderresult
M	arr2jnccodingerroraction
M	arr2jncharbuffer
M	arr2jncillegalcharsetnameexception
M	arr2jncmalformedinputexception
M	arr2jncscharsetprovider
M	arr2jncunmappablecharacterexception
M	arr2jncunsupportedcharsetexception
M	arr2jndoublebuffer
M	arr2jnfloatbuffer
M	arr2jnintbuffer
M	arr2jnlongbuffer
M	arr2jnshortbuffer
M	arr2jnurl
M	arr2jshort
M	arr2jsprotectiondomain
M	arr2jtcollationkey
M	arr2jtcollator
M	arr2juabstractcollection
M	arr2juabstractmap
M	arr2juabstractset
M	arr2juarrays
M	arr2jubitset
M	arr2jucalendar
M	arr2jucollection
M	arr2jucomparator
M	arr2judate
M	arr2juenumset
M	arr2juhashmap
M	arr2juiterator
M	arr2julist
M	arr2julocale
M	arr2jumap
M	arr2juproperties
M	arr2jurandom
M	arr2juset
M	arr2jusortedmap
M	arr2jutimezone
M	arr2juweakhashmap
M	arr3jboolean
M	arr3jbyte
M	arr3jchar
M	arr3jdouble
M	arr3jfloat
M	arr3jiconsole
M	arr3jifile
M	arr3jiinputstream
M	arr3jiioexception
M	arr3jint
M	arr3jioutputstream
M	arr3jiprintstream
M	arr3jiprintwriter
M	arr3jiserializable
M	arr3jlaannotation
M	arr3jlabstractstringbuilder
M	arr3jlappendable
M	arr3jlassertionerror
M	arr3jlboolean
M	arr3jlbyte
M	arr3jlcharacter
M	arr3jlcharsequence
M	arr3jlclass
M	arr3jlclassloader
M	arr3jlcloneable
M	arr3jlcomparable
M	arr3jldouble
M	arr3jlenum
M	arr3jlerror
M	arr3jlexception
M	arr3jlfloat
M	arr3jlillegalargumentexception
M	arr3jlillegalstateexception
M	arr3jlindexoutofboundsexception
M	arr3jlinteger
M	arr3jliterable
M	arr3jllinkageerror
M	arr3jllong
M	arr3jlmath
M	arr3jlnosuchmethodexception
M	arr3jlnumber
M	arr3jlobject
M	arr3jlong
M	arr3jlpackage
M	arr3jlprocess
M	arr3jlraccessibleobject
M	arr3jlrannotatedelement
M	arr3jlrarray
M	arr3jlrconstructor
M	arr3jlreadable
M	arr3jlrfield
M	arr3jlrgenericdeclaration
M	arr3jlrinvocationtargetexception
M	arr3jlrmember
M	arr3jlrmethod
M	arr3jlrtype
M	arr3jlrtypevariable
M	arr3jlruntime
M	arr3jlruntimeexception
M	arr3jlsecuritymanager
M	arr3jlshort
M	arr3jlstacktraceelement
M	arr3jlstring
M	arr3jlstringbuffer
M	arr3jlstringbuilder
M	arr3jlsystem
M	arr3jlthread
M	arr3jlthreadlocal
M	arr3jlthrowable
M	arr3jlunsupportedoperationexception
M	arr3jmbiginteger
M	arr3jnbuffer
M	arr3jnbytebuffer
M	arr3jnbyteorder
M	arr3jncchannel
M	arr3jnccharactercodingexception
M	arr3jnccharset
M	arr3jnccharsetdecoder
M	arr3jnccharsetencoder
M	arr3jnccodermalfunctionerror
M	arr3jnccoderresult
M	arr3jnccodingerroraction
M	arr3jncharbuffer
M	arr3jncillegalcharsetnameexception
M	arr3jncmalformedinputexception
M	arr3jncscharsetprovider
M	arr3jncunmappablecharacterexception
M	arr3jncunsupportedcharsetexception
M	arr3jndoublebuffer
M	arr3jnfloatbuffer
M	arr3jnintbuffer
M	arr3jnlongbuffer
M	arr3jnshortbuffer
M	arr3jnurl
M	arr3jshort
M	arr3jsprotectiondomain
M	arr3jtcollationkey
M	arr3jtcollator
M	arr3juabstractcollection
M	arr3juabstractmap
M	arr3juabstractset
M	arr3juarrays
M	arr3jubitset
M	arr3jucalendar
M	arr3jucollection
M	arr3jucomparator
M	arr3judate
M	arr3juenumset
M	arr3juhashmap
M	arr3juiterator
M	arr3julist
M	arr3julocale
M	arr3jumap
M	arr3juproperties
M	arr3jurandom
M	arr3juset
M	arr3jusortedmap
M	arr3jutimezone
M	arr3juweakhashmap
M	arrangeiconicwindows
M	array
M	arrayword
M	arrdim
M	arrtyp
M	as_
M	asm
M	assembler
M	assigndevice
M	astr
M	asys_filesemaphore
M	asys_heappool
M	asys_heapsemaphore
M	asys_origdir
M	atm
M	atohex
M	atom
M	attrib
M	attribute
M	atv
M	avalue
M	ax
M	b
M	b000
M	b800
M	backpos
M	backt
M	balign
M	base
M	baseaddr
M	basename
M	bbitsperpixel
M	beforedestruction
M	begin
M	begindeferwindowpos
M	beginpaint
M	bias
M	binitialstate
M	bitblt
M	bitmap
M	bitmapinfo
M	bitmapinfoheader
M	bkeystate
M	bl
M	blkcnt_t
M	blksize_t
M	bm
M	bmanualreset
M	bmi
M	bmih
M	bool
M	bounds
M	bplanes
M	breakon
M	bringwindowtotop
M	buf
M	buf1
M	buf2
M	bufend
M	buffer
M	bufpos
M	bufptr
M	bufsize
M	buildcommdcb
M	buildup
M	bx
M	bytecardinal
M	bytes
M	c
M	c00
M	cachealign
M	calldesc
M	callmsgfilter
M	calltype
M	callwindowproc
M	carryflag
M	case
M	catch
M	catchbuf
M	cb
M	cbbits
M	cbbuffer
M	cbbuffersize
M	cbinput
M	cbinqueue
M	cbits
M	cblue
M	cbmax
M	cbmaxkey
M	cboemstr
M	cboutqueue
M	cbplanes
M	cbqueue
M	cbread
M	cbreakchars
M	cbreserved2
M	cbreturnbuffer
M	cbstring
M	cbwindowsstr
M	cbwrite
M	cch
M	cchars
M	cchclassname
M	cdecl
M	cdots
M	cdspelements
M	centries
M	cgreen
M	ch
M	chandles
M	changeclipboardchain
M	changemenu
M	charat
M	charlengthpcharproc
M	checkdlgbutton
M	checkinitialstklen
M	checklfn
M	checkmenuitem
M	checkradiobutton
M	childwindowfrompoint
M	chord
M	chtest
M	chtransmit
M	chunget
M	cint
M	cintegers
M	class
M	classcreate
M	classinfo
M	classname
M	classnameis
M	classparent
M	classtype
M	cleanupinstance
M	clearcommbreak
M	clienttoscreen
M	clipcursor
M	clock_seq_hi_and_reserved
M	clock_seq_low
M	clone
M	closeclipboard
M	closecomm
M	closedir
M	closefunc
M	closemetafile
M	closesound
M	closewindow
M	clrref
M	cmd
M	cmdline
M	cmdshow
M	cmpop
M	cmsg
M	cnotesthreshold
M	cnt
M	code
M	codepage
M	codepagename
M	codepointlengthproc
M	collator
M	colorref
M	combinergn
M	comparestransistringproc
M	comparetextansistringproc
M	comparetextunicodestringproc
M	comparetextwidestringproc
M	compareunicodestringproc
M	comparewidestringproc
M	comperand
M	compilerproc
M	comstat
M	consoleprintf
M	const
M	constref
M	constructor
M	contains
M	containsall
M	context
M	convert
M	copyfromansichararray
M	copymetafile
M	copyrect
M	count
M	countclipboardformats
M	countrycode
M	countvoicenotes
M	cp
M	cpname
M	cpoints
M	cpolygons
M	cr
M	create
M	createbitmap
M	createbitmapindirect
M	createbrushindirect
M	createcaret
M	createcompatiblebitmap
M	createcompatibledc
M	createcursor
M	createdc
M	createdialog
M	createdialogindirect
M	createdialogindirectparam
M	createdialogparam
M	createdibitmap
M	createdibpatternbrush
M	creatediscardablebitmap
M	createellipticrgn
M	createellipticrgnindirect
M	createempty
M	createevent
M	createfilew
M	createfont
M	createfontindirect
M	createfromliteralstringbytes
M	createhatchbrush
M	createic
M	createicon
M	createmenu
M	createmetafile
M	createpalette
M	createpatternbrush
M	createpen
M	createpenindirect
M	createpolygonrgn
M	createpolypolygonrgn
M	createpopupmenu
M	createrectrgn
M	createrectrgnindirect
M	createroundrectrgn
M	createsolidbrush
M	createwindow
M	createwindowex
M	creationflags
M	creator
M	cred
M	crs
M	cs
M	cs_selector
M	cscanlines
M	ctableentries
M	ctabs
M	ctabstops
M	ctr
M	ctrlbreak
M	cuint
M	culong
M	culonglong
M	curbyte
M	curclus
M	curid
M	curlen
M	curpos
M	currentpeb
M	currentvalue
M	currheapfree
M	currheapsize
M	currheapused
M	cursect
M	cvar
M	cw
M	cwindows
M	cx
M	cxdest
M	cxsrc
M	cy
M	cydest
M	cysrc
M	d
M	d1
M	d2
M	d3
M	d4
M	d_ino
M	d_ino_hi
M	d_name
M	d_namelen
M	d_offset
M	d_offset_hi
M	d_reclen
M	data
M	data1
M	data2
M	data3
M	data4
M	dcb
M	debug
M	debugbreak
M	debuginfo
M	debugln
M	decl
M	decoder
M	deepcopy
M	defaulthandler
M	defaulthandlerstr
M	defaultpooltag
M	defaultvalue
M	defdlgproc
M	deferwindowpos
M	defframeproc
M	defhookproc
M	defmdichildproc
M	defwindowproc
M	deleteatom
M	deletedc
M	deletefilew
M	deletemenu
M	deletemetafile
M	deleteobject
M	deprecated
M	dest
M	destroy
M	destroycaret
M	destroycursor
M	destroyicon
M	destroymenu
M	destroywindow
M	destructor
M	destructorcalled
M	dests
M	destsel
M	destsize
M	dev_t
M	device
M	dialogbox
M	dialogboxindirect
M	dialogboxindirectparam
M	dialogboxparam
M	dimcnt
M	dimcount
M	dims
M	dir
M	dir_iter
M	dirclose
M	dirdata
M	directedyield
M	dirent
M	direntoffset
M	direntsector
M	dirio
M	dirname
M	dirnext
M	diropen
M	dirp
M	dirreset
M	dirstate
M	dirstruct
M	disp
M	dispatch
M	dispatchmessage
M	dispatchstr
M	dispdesc
M	dispid
M	dispids
M	dispinvoke
M	dist
M	div
M	divd
M	divs
M	dl
M	dlgdirlist
M	dlgdirlistcombobox
M	dlgdirselect
M	dlgdirselectcombobox
M	dlgprc
M	dlgproc
M	dll_process_attach_hook
M	dll_process_detach_hook
M	dll_thread_attach_hook
M	dll_thread_detach_hook
M	dllparam
M	dllreason
M	do
M	do_close
M	do_read
M	do_write
M	dochdir
M	doclose
M	docopy
M	doerase
M	dofilepos
M	dofilesize
M	dogetdir
M	doisdevice
M	domkdir
M	donemanager
M	doopen
M	doread
M	dorename
M	dormdir
M	dos_argv0
M	dos_env
M	dos_selector
M	doscallshandle
M	doscmd
M	doseek
M	doseekend
M	dotruncate
M	downto
M	dowrite
M	dpmi_server
M	dptolp
M	drawfocusrect
M	drawicon
M	drawmenubar
M	drawtext
M	drive
M	driveletter
M	drivenr
M	ds_segment
M	ds_selector
M	dspelements
M	dst
M	dstr
M	dtos
M	dummy
M	dwcreationdisposition
M	dwdesiredaccess
M	dwexstyle
M	dwfillattribute
M	dwflags
M	dwflagsandattributes
M	dwfrequency
M	dwinit
M	dwparam
M	dwreturncode
M	dwrop
M	dwsharemode
M	dwsize
M	dwstyle
M	dwtlsindex
M	dwx
M	dwxcountchars
M	dwxsize
M	dwy
M	dwycountchars
M	dwysize
M	dx
M	dy
M	dynarr
M	e
M	e1
M	e2
M	e3
M	ea
M	eax
M	ebx
M	ecx
M	edi
M	edx
M	eff_only_ok
M	elem
M	elementcount
M	elementsize
M	elesize
M	eletype
M	ellipse
M	else
M	emptyclipboard
M	enablebacktracestr
M	enablehardwareinput
M	enablemenuitem
M	enablewindow
M	encoder
M	end
M	enddeferwindowpos
M	enddialog
M	ending
M	endpaint
M	endpos
M	entries
M	entry
M	entrycount
M	enumchildwindows
M	enumclipboardformats
M	enumfonts
M	enumfunc
M	enummetafile
M	enumobjects
M	enumprops
M	enumresourcelanguagesfunc
M	enumresourcenamesfunc
M	enumresourcetypesfunc
M	enumtaskwindows
M	enumwindows
M	env
M	env_count
M	env_selector
M	env_size
M	envc
M	environment
M	envpparam
M	eqd
M	eqs
M	equalrect
M	equalrgn
M	equals
M	errno
M	errnum
M	errornr
M	escape
M	escapecommfunction
M	esi
M	etc
M	eventattributes
M	excbranch
M	excepinfo
M	except_
M	exceptaddr
M	exceptobject
M	excludecliprect
M	excludeupdatergn
M	excp_type
M	exitwindows
M	exponent
M	export
M	expvmt
M	external
M	extfloodfill
M	exttextout
M	f
M	f1
M	f2
M	f_cloexec
M	f_dupfd
M	f_getfd
M	f_getfl
M	f_getlk
M	f_getlk64
M	f_ok
M	f_rdlck
M	f_setfd
M	f_setfl
M	f_setlk
M	f_setlk64
M	f_setlkw
M	f_setlkw64
M	f_unlck
M	f_wrlck
M	fake_heap_end
M	far
M	far_strlen
M	farproc
M	farrdim
M	farrtyp
M	fatalappexit
M	fatalexit
M	fbcharset
M	fbclipprecision
M	fbitalic
M	fboutputprecision
M	fbpitchandfamily
M	fbquality
M	fbstrikeout
M	fbunderline
M	fclonemethod
M	fclose
M	fcodepage
M	fcombinemode
M	fcontroller
M	fd
M	fd_cloexec
M	fdata
M	fdestroycount
M	fdwmatch
M	fdwrop
M	felementsize
M	fenable
M	fenableinput
M	ferase
M	fff
M	ffff
M	fffffff
M	fieldaddress
M	fildes
M	file
M	filedata
M	filehandle
M	fileio
M	fileiodevice
M	filename
M	fileno
M	filestat
M	fillrect
M	fillrgn
M	findatom
M	findresourceexfunc
M	findresourcefunc
M	findwindow
M	finitval
M	finstancetoclone
M	finvert
M	fiod
M	first_meg
M	firstcluster
M	fixkomma
M	flag
M	flags
M	flashwindow
M	floodfill
M	flushcomm
M	flushfunc
M	fmenu
M	fname
M	fnbar
M	fnbkmode
M	fncolorspec
